[,agent,decisionmodulefrequency,riskforecast,riskorders,riskenv,finalriskassessment,risksurge,percentevacuatedcoastal64,]
[, 59 , 1 , 8.61566937066454 , 0.55569289858641 , 0 , 9.171362269250949 , 0 , 0.6666666666666666 ,]
[, 66 , 6 , 8.710370490896022 , 0.011952407627737588 , 0 , 8.722322898523759 , 0 , 0.6666666666666666 ,]
[, 57 , 1 , 12.05984689058227 , 1.36619030656376 , 0 , 13.42603719714603 , 0 , 0.6666666666666666 ,]
[, 51 , 16 , 6.769097379383736 , 0.02501264154570749 , 0 , 6.794110020929444 , 0 , 0.6666666666666666 ,]
[, 77 , 4 , 7.377446959734748 , 0 , 0 , 7.377446959734748 , 0 , 0.6666666666666666 ,]
[, 50 , 32 , -1.0128894822177539 , 1.2551840681044726 , 0 , 0.2422945858867187 , 0 , 0.6666666666666666 ,]
[, 43 , 11 , 7.782387253851594 , 0 , 0 , 7.782387253851594 , 0 , 0.6666666666666666 ,]
[, 100 , 1 , 14.258853870998005 , 2.861416383877321 , 0 , 17.120270254875326 , 0 , 0.6666666666666666 ,]
[, 39 , 4 , 8.537461684887145 , 0.6003462243484944 , 0 , 9.137807909235638 , 0 , 0.6666666666666666 ,]
[, 63 , 1 , 12.204764716947407 , 0.7180027057816413 , 0 , 12.922767422729049 , 0 , 0.6666666666666666 ,]
[, 54 , 24 , 2.9021408446528882 , 1.0369577583191145 , 0 , 3.9390986029720025 , 0 , 0.6666666666666666 ,]
[, 72 , 12 , 17.131370793965957 , 1.523197312428562 , 0 , 18.654568106394517 , 0 , 0.6666666666666666 ,]
[, 48 , 2 , 18.091747402572345 , 0.02338582212770098 , 0 , 18.115133224700045 , 0 , 0.6666666666666666 ,]
[, 44 , 5 , 9.632019778109433 , 0 , 0 , 9.632019778109433 , 0 , 0.6666666666666666 ,]
[, 71 , 8 , 9.273501307386736 , 0.47448938695016535 , 0 , 9.7479906943369 , 0 , 0.6666666666666666 ,]
[, 75 , 22 , -0.32645018945580445 , 0.45344786532136305 , 0 , 0.1269976758655586 , 0 , 0.6666666666666666 ,]
[, 98 , 1 , 10.215828452504054 , 0 , 0 , 10.215828452504054 , 0 , 0.6666666666666666 ,]
[, 61 , 16 , 8.961041916617653 , 0 , 0 , 8.961041916617653 , 0 , 0.6666666666666666 ,]
[, 70 , 8 , 9.373780291970412 , 0.44395747972050903 , 0 , 9.817737771690922 , 0 , 0.6666666666666666 ,]
[, 69 , 1 , 17.043495192070438 , 0.21500110445720894 , 0 , 17.258496296527646 , 0 , 0.6666666666666666 ,]
[, 74 , 26 , 3.295303035517103 , 0 , 0 , 3.295303035517103 , 0 , 0.6666666666666666 ,]
[, 90 , 11 , 17.03266020683822 , 1.3467019593569902 , 0 , 18.37936216619521 , 0 , 0.6666666666666666 ,]
[, 96 , 1 , 12.739817962342354 , 0 , 0 , 12.739817962342354 , 0 , 0.6666666666666666 ,]
[, 85 , 7 , 9.648426940075321 , 0.6353880552689244 , 0 , 10.283814995344246 , 0 , 0.6666666666666666 ,]
[, 58 , 12 , 8.349447423530002 , 0.42296018454308043 , 0 , 8.772407608073083 , 0 , 0.6666666666666666 ,]
[, 83 , 1 , 17.743745462266585 , 1.4820340382725015 , 0 , 19.225779500539087 , 0 , 0.6666666666666666 ,]
[, 38 , 10 , 11.229274526793494 , 1.1257208330265256 , 0 , 12.35499535982002 , 0 , 0.6666666666666666 ,]
[, 67 , 1 , 14.564614810234294 , 1.3457488194805647 , 0 , 15.910363629714858 , 0 , 0.6666666666666666 ,]
[, 52 , 3 , 11.679348748154478 , 2.0344937535925873 , 0 , 13.713842501747065 , 0 , 0.6666666666666666 ,]
[, 82 , 7 , 9.249316120212402 , 0 , 0 , 9.249316120212402 , 0 , 0.6666666666666666 ,]
[, 92 , 7 , 12.920973133482658 , 1.191539515520038 , 0 , 14.112512649002696 , 0 , 0.6666666666666666 ,]
[, 41 , 13 , 9.553116228210389 , 0 , 0 , 9.553116228210389 , 0 , 0.6666666666666666 ,]
[, 45 , 1 , 8.003586363212149 , 0.800175966584259 , 0 , 8.803762329796408 , 0 , 0.6666666666666666 ,]
[, 53 , 12 , 8.156780114092271 , 1.1789623960091897 , 0 , 9.335742510101461 , 0 , 0.6666666666666666 ,]
[, 91 , 3 , 11.949301882019395 , 1.6837021946310604 , 0 , 13.633004076650455 , 0 , 0.6666666666666666 ,]
[, 93 , 1 , 14.509798155877826 , 2.243394135342537 , 0 , 16.753192291220362 , 0 , 0.6666666666666666 ,]
[, 46 , 4 , 8.624030179408756 , 0.5745679001298803 , 0 , 9.198598079538636 , 0 , 0.6666666666666666 ,]
[, 79 , 2 , 9.92256203226083 , 1.119039014937845 , 0 , 11.041601047198675 , 0 , 0.6666666666666666 ,]
[, 62 , 4 , 14.163192029854208 , 0 , 0 , 14.163192029854208 , 0 , 0.6666666666666666 ,]
[, 86 , 1 , 9.598423651298868 , 0.4868570189614918 , 0 , 10.08528067026036 , 0 , 0.6666666666666666 ,]
[, 101 , 4 , 12.855121451802464 , 1.9800251469531895 , 0 , 14.835146598755653 , 0 , 0.6666666666666666 ,]
[, 47 , 13 , 18.16414188191781 , 0.13952259177881612 , 0 , 18.303664473696628 , 0 , 0.6666666666666666 ,]
[, 55 , 22 , 3.6445815405996242 , 0.17311085589027123 , 0 , 3.8176923964898957 , 0 , 0.6666666666666666 ,]
[, 97 , 7 , 6.42355407835724 , 0.17604648958883837 , 0 , 6.599600567946078 , 0 , 0.6666666666666666 ,]
[, 60 , 1 , 9.342017255622745 , 0.7615030600101312 , 0 , 10.103520315632876 , 0 , 0.6666666666666666 ,]
[, 81 , 4 , 13.124821070684881 , 1.754721822796802 , 0 , 14.879542893481682 , 0 , 0.6666666666666666 ,]
[, 95 , 1 , 15.13653086084143 , 1.6742398207562463 , 0 , 16.810770681597678 , 0 , 0.6666666666666666 ,]
[, 40 , 24 , 5.2151802772876765 , 1.2377764473535935 , 0 , 6.45295672464127 , 0 , 0.6666666666666666 ,]
[, 73 , 1 , 14.943919837833578 , 0.8732235002431628 , 0 , 15.81714333807674 , 0 , 0.6666666666666666 ,]
[, 68 , 3 , 9.30337066690374 , 0.33605719034987497 , 0 , 9.639427857253615 , 0 , 0.6666666666666666 ,]
[, 56 , 4 , 16.294038940013987 , 1.3403695336330865 , 0 , 17.634408473647074 , 0 , 0.6666666666666666 ,]
[, 87 , 13 , 14.272130465858305 , 2.4458693813619345 , 0 , 16.71799984722024 , 0 , 0.6666666666666666 ,]
[, 99 , 1 , 8.584911406725567 , 0.803534899528505 , 0 , 9.388446306254071 , 0 , 0.6666666666666666 ,]
[, 65 , 1 , 8.775778803473473 , 1.2091632941274304 , 0 , 9.984942097600904 , 0 , 0.6666666666666666 ,]
[, 89 , 1 , 9.648001552186432 , 0.7856337783784971 , 0 , 10.433635330564929 , 0 , 0.6666666666666666 ,]
[, 78 , 4 , 8.473533589370229 , 1.0782348016167331 , 0 , 9.551768390986961 , 0 , 0.6666666666666666 ,]
[, 88 , 4 , 8.591195250658926 , 0 , 0 , 8.591195250658926 , 0 , 0.6666666666666666 ,]
[, 64 , 2 , 17.571110768445656 , 0.6800159211601893 , 0 , 18.251126689605847 , 0 , 0.6666666666666666 ,]
[, 94 , 1 , 8.803977391001148 , 0.5400694248140099 , 0 , 9.344046815815158 , 0 , 0.6666666666666666 ,]
[, 84 , 4 , 7.63296648235313 , 0.8954042467983047 , 0 , 8.528370729151435 , 0 , 0.6666666666666666 ,]
[, 76 , 3 , 12.018630455830161 , 2.116749403853645 , 0 , 14.135379859683805 , 0 , 0.6666666666666666 ,]
[, 80 , 1 , 7.364109029185245 , 0 , 0 , 7.364109029185245 , 0 , 0.6666666666666666 ,]
[, 49 , 12 , 14.757616208211608 , 1.2221918822499034 , 0 , 15.979808090461512 , 0 , 0.6666666666666666 ,]
[, 42 , 2 , 16.02026637350825 , 2.044243848772209 , 0 , 18.064510222280457 , 0 , 0.6666666666666666 ,]
