[,behaviorspace-run-number,which-storm?,num-citizens,num-broadcasters,num-aggregators,distribute_population,earliest,latest,wind-threshold,forc-weight,evac-weight,envc-weight,network-distance,network-size,use-census-data,census-tract-min-pop,citizen-to-census-population-ratio,census-tract-max-pop,under-18-assessment-increase,over-65-assessment-decrease,limited-english-assessment-decrease,foodstamps-assessment-decrease,no-vehicle-assessment-modification,no-internet-assessment-modification,]
[, 0 , MICHAEL , 127 , 10 , 10 , false , 198 , 0 , 119 , 1.44 , 0.53 , 1 , 50 , 2 , false , 5900 , 6000 , 10000 , 0.5 , 0.4 , 1 , 1 , 0.5 , 1 ,]

[,agent,decisionmodulefrequency,riskforecast,riskorders,riskenv,finalriskassessment,risksurge,percentevacuatedcoastal64,]
[, 149 , 24 , 1.3195748302943415 , 0 , 0 , 1.3195748302943415 , 0 , 1 ,]
[, 125 , 1 , 14.66445348824447 , 1.4385432868645753 , 0 , 16.102996775109045 , 0 , 1 ,]
[, 113 , 8 , 14.589450380086292 , 2.075648257317929 , 0 , 16.66509863740422 , 0 , 1 ,]
[, 116 , 4 , 18.740163079235092 , 0 , 0 , 18.740163079235092 , 0 , 1 ,]
[, 75 , 3 , 13.138042598670573 , 2.8370236583654367 , 0 , 15.97506625703601 , 0 , 1 ,]
[, 99 , 4 , 8.362451563018771 , 0.01413981581023003 , 0 , 8.376591378829001 , 0 , 1 ,]
[, 84 , 2 , 8.8867245875739 , 0 , 0 , 8.8867245875739 , 0 , 1 ,]
[, 171 , 32 , -0.02090319790510123 , 0.27623252817248467 , 0 , 0.25532933026738347 , 0 , 1 ,]
[, 132 , 32 , -0.9049144628847785 , 0 , 0 , -0.9049144628847785 , 0 , 1 ,]
[, 50 , 15 , 8.713945422341638 , 0.9350770853444473 , 0 , 9.649022507686086 , 0 , 1 ,]
[, 74 , 18 , 13.927775173339946 , 0.20952276771013045 , 0 , 14.137297941050075 , 0 , 1 ,]
[, 117 , 4 , 10.52891441801488 , 0 , 0 , 10.52891441801488 , 0 , 1 ,]
[, 76 , 9 , 11.547417403629419 , 0 , 0 , 11.547417403629419 , 0 , 1 ,]
[, 107 , 1 , 9.562953085772083 , 0.3217845443607026 , 0 , 9.884737630132786 , 0 , 1 ,]
[, 97 , 32 , -1.3319267568069473 , 1.1151062260171507 , 0 , -0.21682053078979657 , 0 , 1 ,]
[, 62 , 32 , 1.4225391781637313 , 0 , 0 , 1.4225391781637313 , 0 , 1 ,]
[, 109 , 28 , -0.6760968399428773 , 0.2819528674864918 , 0 , -0.3941439724563855 , 0 , 1 ,]
[, 100 , 1 , 18.200407420030572 , 2.372426724357894 , 0 , 20.572834144388466 , 0 , 1 ,]
[, 77 , 1 , 8.9771704279004 , 1.2275596133316364 , 0 , 10.204730041232036 , 0 , 1 ,]
[, 118 , 20 , 15.618018731881778 , 0.6284184731371601 , 0 , 16.24643720501894 , 0 , 1 ,]
[, 174 , 13 , 7.721337652000443 , 0 , 0 , 7.721337652000443 , 0 , 1 ,]
[, 129 , 2 , 9.617323730412215 , 0 , 0 , 9.617323730412215 , 0 , 1 ,]
[, 165 , 1 , 11.773184908198964 , 1.132176758576524 , 0 , 12.905361666775487 , 0 , 1 ,]
[, 68 , 5 , 9.608142607138465 , 0 , 0 , 9.608142607138465 , 0 , 1 ,]
[, 140 , 3 , 10.076302834206988 , 0 , 0 , 10.076302834206988 , 0 , 1 ,]
[, 89 , 6 , 18.566846478887335 , 1.6458448566728987 , 0 , 20.212691335560233 , 0 , 1 ,]
[, 110 , 10 , 9.709094007130028 , 0 , 0 , 9.709094007130028 , 0 , 1 ,]
[, 57 , 24 , 18.660071573927272 , 3.0617376444880056 , 0 , 21.721809218415277 , 0 , 1 ,]
[, 101 , 2 , 9.337234438955392 , 0 , 0 , 9.337234438955392 , 0 , 1 ,]
[, 83 , 32 , 1.547633086785057 , 0.3120015192461923 , 0 , 1.8596346060312492 , 0 , 1 ,]
[, 144 , 2 , 16.696248217498457 , 0 , 0 , 16.696248217498457 , 0 , 1 ,]
[, 96 , 11 , 9.079748394039695 , 0.502454457837202 , 0 , 9.582202851876897 , 0 , 1 ,]
