[,agent,decisionmodulefrequency,riskforecast,riskorders,riskenv,finalriskassessment,risksurge,percentevacuatedcoastal64,]
[, 63 , 3 , 7.885627472434218 , 0.25560486141576005 , 0 , 8.14123233384998 , 0 , 1 ,]
[, 80 , 1 , 7.429575285408662 , 0 , 0 , 7.429575285408662 , 0 , 1 ,]
[, 73 , 1 , 15.56002792871488 , 0.6051530992511425 , 0 , 16.165181027966025 , 0 , 1 ,]
[, 74 , 2 , 6.90317967758812 , 1.0862930319756166 , 0 , 7.989472709563736 , 0 , 1 ,]
[, 69 , 1 , 9.332097257713754 , 0 , 0 , 9.332097257713754 , 0 , 1 ,]
[, 46 , 1 , 3.260771697676881 , 0.9563259692592238 , 0 , 4.217097666936104 , 0 , 1 ,]
[, 90 , 1 , 0.746778947865961 , 1.1944374309496708 , 0 , 1.9412163788156318 , 0 , 1 ,]
[, 54 , 15 , 13.951267158084194 , 1.0475925287467323 , 0 , 14.998859686830926 , 0 , 1 ,]
[, 82 , 1 , 7.391592467552911 , 0 , 0 , 7.391592467552911 , 0 , 1 ,]
[, 95 , 8 , 13.041073830921203 , 2.314645268798278 , 0 , 15.355719099719481 , 0 , 1 ,]
[, 77 , 1 , 1.913935350262276 , 0.9347052904074223 , 0 , 2.8486406406696982 , 0 , 1 ,]
[, 64 , 12 , 0.5670388296048559 , 0.04210651543002849 , 0 , 0.6091453450348844 , 0 , 1 ,]
[, 68 , 1 , 5.226080346951828 , 0.3927261347189681 , 0 , 5.618806481670796 , 0 , 1 ,]
[, 70 , 1 , 7.5717557900081385 , 0.26211345759687077 , 0 , 7.833869247605009 , 0 , 1 ,]
[, 60 , 2 , 0.21779148544719854 , 0 , 0 , 0.21779148544719854 , 0 , 1 ,]
[, 52 , 13 , 18.305919554184772 , 0.03048332808720655 , 0 , 18.33640288227198 , 0 , 1 ,]
[, 92 , 22 , 13.187724320499346 , 0.03768189564087803 , 0 , 13.225406216140223 , 0 , 1 ,]
[, 61 , 1 , 3.2817070083085693 , 0 , 0 , 3.2817070083085693 , 0 , 1 ,]
[, 87 , 4 , 8.722661789758934 , 0 , 0 , 8.722661789758934 , 0 , 1 ,]
[, 99 , 2 , -0.1730384985635044 , 0.7924604738035812 , 0 , 0.6194219752400768 , 0 , 1 ,]
[, 71 , 1 , 6.313783053298278 , 0 , 0 , 6.313783053298278 , 0 , 1 ,]
[, 98 , 1 , 6.629993981598165 , 0.5510570922407659 , 0 , 7.1810510738389315 , 0 , 1 ,]
[, 96 , 14 , 12.527334634667746 , 2.86588748701219 , 0 , 15.393222121679935 , 0 , 1 ,]
[, 51 , 2 , 1.2383485021982976 , 1.0518694445968624 , 0 , 2.2902179467951598 , 0 , 1 ,]
[, 101 , 1 , 15.415294009699569 , 0.24523977100017563 , 0 , 15.660533780699744 , 0 , 1 ,]
[, 62 , 1 , 14.327260554923258 , 1.727266127066611 , 0 , 16.05452668198987 , 0 , 1 ,]
[, 38 , 3 , 12.88088277234071 , 2.9798517218585814 , 0 , 15.860734494199292 , 0 , 1 ,]
[, 45 , 6 , 14.32660296457499 , 2.9187025109436027 , 0 , 17.24530547551859 , 0 , 1 ,]
[, 83 , 1 , 4.606906107724027 , 0.3046813207831584 , 0 , 4.911587428507186 , 0 , 1 ,]
[, 78 , 13 , 12.983724750676634 , 3.0300179957161775 , 0 , 16.01374274639281 , 0 , 1 ,]
[, 43 , 1 , 7.078649085625004 , 1.0721631483132916 , 0 , 8.150812233938296 , 0 , 1 ,]
[, 88 , 4 , 5.937381627187782 , 0 , 0 , 5.937381627187782 , 0 , 1 ,]
[, 56 , 1 , 5.0250445390947736 , 1.0438998334774852 , 0 , 6.0689443725722585 , 0 , 1 ,]
[, 39 , 1 , 8.334765074439186 , 0 , 0 , 8.334765074439186 , 0 , 1 ,]
[, 44 , 1 , 7.1055147413971405 , 0.2945411860069906 , 0 , 7.400055927404131 , 0 , 1 ,]
[, 81 , 1 , 3.245969882132235 , 0 , 0 , 3.245969882132235 , 0 , 1 ,]
